PLD (Å),LCD (Å),LCD/PLD,Sacc (m2/g),Porosity,Pore Volume (cm3/g),Qst-H2 (kJ/mol),%C,%H,%N,%O,%Metalloid,%Halogen,%Ametal,LOG(DH2 - INF),LOG(DH2 - 1 bar)
36.03,54.53,1.51,8060.27,0.973,16.998,0.3278,57.33,36,5.33,1.33,0,0,0,-1.512129672,-1.456806853
35.86,54.04,1.51,8192.98,0.97,16.362,0.3411,55.42,39.76,4.82,0,0,0,0,-1.590174002,-1.572971284
36.2,54.51,1.51,7703.2,0.974,17.462,0.3113,58.33,34.72,5.56,1.39,0,0,0,-1.483196462,-1.419690027
36.36,54.43,1.5,7914.56,0.976,19.671,0.2886,58.46,35.38,6.15,0,0,0,0,-1.431766816,-1.433566751
35.9,54.49,1.52,8003.8,0.975,19.036,0.2952,57.35,36.76,5.88,0,0,0,0,-1.475858835,-1.4776593
24.63,34.35,1.39,8143.78,0.965,13.864,0.3978,56.34,38.03,5.63,0,0,0,0,-1.582107453,-1.524345796
24.9,35.36,1.42,7970.93,0.966,14.183,0.3899,56.72,35.82,7.46,0,0,0,0,-1.553119549,-1.724566767
36.25,54.48,1.5,7914.85,0.976,19.011,0.2942,56.72,35.82,7.46,0,0,0,0,-1.42104271,-1.469779048
35.64,54.46,1.53,7922.97,0.976,18.722,0.2998,59.09,33.33,7.58,0,0,0,0,-1.434323893,-1.521648604
35.67,54.46,1.53,7922,0.975,18.49,0.2984,56.52,36.23,5.8,1.45,0,0,0,-1.450576762,-1.485091632
24.97,34.68,1.39,7875.84,0.966,13.898,0.3944,58.21,34.33,5.97,1.49,0,0,0,-1.621814048,-1.559435276
35.76,54.42,1.52,7868.06,0.975,18.595,0.299,58.21,34.33,5.97,1.49,0,0,0,-1.450567974,-1.444318133
37.32,37.4,1,4453.75,0.86,3.044,1.8984,59.7,31.34,8.96,0,0,0,0,-2.414883247,-2.433333274
34.77,54.45,1.57,7734.91,0.975,18.058,0.2997,56.72,32.84,7.46,2.99,0,0,0,-1.401280966,-1.412164638
35.51,54.42,1.53,7891.86,0.974,18.132,0.3022,57.14,35.71,5.71,1.43,0,0,0,-1.464147649,-1.429283424
33.61,54.47,1.62,8211.28,0.974,18.703,0.3002,57.53,39.73,2.74,0,0,0,0,-1.46217216,-1.469110402
35.06,54.46,1.55,7801.83,0.974,18.149,0.303,56.52,34.78,7.25,1.45,0,0,0,-1.423565645,-1.50672081
33.14,54.51,1.65,7618.17,0.973,16.79,0.314,56.34,32.39,5.63,5.63,0,0,0,-1.414821989,-1.457845241
36.03,54.47,1.51,8123.96,0.972,17.231,0.3169,53.95,38.16,7.89,0,0,0,0,-1.48887915,-1.470085728
35.36,54.38,1.54,7712.88,0.972,17.151,0.3121,55.41,36.49,5.41,2.7,0,0,0,-1.461718218,-1.541059699
36.36,54.55,1.5,7919.18,0.976,19.623,0.2882,58.46,35.38,6.15,0,0,0,0,-1.316610565,-1.46274526
24.61,35.52,1.44,8013.83,0.965,14.154,0.392,57.35,36.76,5.88,0,0,0,0,-1.485578175,-1.669781837
35.18,54.49,1.55,8021.37,0.975,19.037,0.2951,57.35,36.76,5.88,0,0,0,0,-1.429393586,-1.40114145
24.49,34.21,1.4,7895.45,0.965,13.771,0.3989,56.52,36.23,5.8,1.45,0,0,0,-1.602920344,-1.614519846
36.22,54.47,1.5,7976.69,0.975,18.552,0.2989,56.52,36.23,5.8,1.45,0,0,0,-1.402522748,-1.459604807
25.44,36.26,1.43,7951.21,0.967,14.555,0.3826,58.46,35.38,6.15,0,0,0,0,-1.486955354,-1.627547643
36.36,54.39,1.5,7931.01,0.976,19.607,0.2883,58.46,35.38,6.15,0,0,0,0,-1.413188697,-1.454480311
36.06,54.36,1.51,7984.25,0.975,18.971,0.294,57.35,36.76,5.88,0,0,0,0,-1.357050126,-1.452127306
36.13,54.37,1.5,7894.26,0.975,18.96,0.2948,56.72,35.82,7.46,0,0,0,0,-1.359906719,-1.43550968
35.48,54.38,1.53,7919.44,0.974,18.067,0.3031,57.14,35.71,5.71,1.43,0,0,0,-1.45279163,-1.482811517
25.24,36.47,1.44,8012.86,0.966,14.701,0.3872,59.7,37.31,2.99,0,0,0,0,-1.60459747,-1.478691377
36.39,54.54,1.5,8071.37,0.976,19.821,0.292,59.7,37.31,2.99,0,0,0,0,-1.385022722,-1.406176929
34.72,54.42,1.57,7896.1,0.975,18.57,0.2959,57.97,36.23,2.9,2.9,0,0,0,-1.424634156,-1.490503899
28.9,41.06,1.42,8119.68,0.973,18.64,0.3107,59.26,38.27,2.47,0,0,0,0,-1.432764789,-1.540656332
41.96,63.21,1.51,8176.41,0.981,25.061,0.2331,59.26,38.27,2.47,0,0,0,0,-1.322368888,-1.327572978
24.58,34.86,1.42,8039.09,0.964,13.85,0.3987,57.53,39.73,2.74,0,0,0,0,-1.610458574,-1.61418111
26.39,54.82,2.08,7940.37,0.967,14.431,0.4015,61.54,36.26,2.2,0,0,0,0,-1.558851599,-1.591068644
27.53,28.24,1.03,4490.55,0.864,3.085,1.9417,57.97,30.43,11.59,0,0,0,0,-2.451333224,-2.382794362
11.83,12.55,1.06,5418.79,0.791,1.841,2.9295,57.97,30.43,11.59,0,0,0,0,-2.606565556,-2.729539215
25.26,48.92,1.94,8395.35,0.967,15.343,0.3754,59.34,38.46,2.2,0,0,0,0,-1.550327589,-1.532270661
51.05,53.2,1.04,8857.19,0.975,21.291,0.2732,59.12,39.62,1.26,0,0,0,0,-1.426044488,-1.47444329
29.29,40.82,1.39,8533.17,0.971,17.057,0.3405,59.26,38.89,1.85,0,0,0,0,-1.533175495,-1.47484313
27.03,30.34,1.12,8851.15,0.965,14.752,0.3876,59.12,39.62,1.26,0,0,0,0,-1.535907869,-1.650059062
30.23,46.13,1.53,7795.71,0.966,14.34,0.3927,59.65,36.84,3.51,0,0,0,0,-1.617761919,-1.52129134
41.78,62.95,1.51,7922.55,0.981,23.43,0.2247,54.55,32.47,7.79,5.19,0,0,0,-1.344140856,-1.281342389
28.78,40.07,1.39,8080.44,0.974,18.212,0.3014,51.85,38.27,9.88,0,0,0,0,-1.36432569,-1.46979616
39.88,63.01,1.58,8187.43,0.981,24.567,0.2266,51.85,38.27,9.88,0,0,0,0,-1.335822736,-1.30523386
40.74,62.97,1.55,8131.83,0.981,24.371,0.2221,54.55,35.06,5.19,5.19,0,0,0,-1.374715457,-1.292151573
28.83,39.98,1.39,8334.52,0.972,18.257,0.305,54.12,41.18,4.71,0,0,0,0,-1.465097825,-1.468963524
46.5,71.13,1.53,8549.02,0.985,31.076,0.1804,54.95,38.46,4.4,2.2,0,0,0,-1.23671849,-1.218824992
44.48,62.09,1.4,8192.04,0.969,15.284,0.3757,54.95,38.46,4.4,2.2,0,0,0,-1.495880936,-1.529456309
47.22,71.07,1.51,8541.63,0.985,32.314,0.1757,55.17,37.93,6.9,0,0,0,0,-1.1547542,-1.178554029
48.32,71.2,1.47,8662.77,0.985,33.956,0.1713,57.83,37.35,4.82,0,0,0,0,-1.220941625,-1.163651456
19.17,27.43,1.43,8292.1,0.927,6.574,0.8132,57.83,37.35,4.82,0,0,0,0,-1.956443548,-1.930905597
29.43,41.53,1.41,8383.12,0.975,19.639,0.2862,56.76,36.49,5.41,1.35,0,0,0,-1.487520419,-1.408758255
41.84,62.96,1.5,8479.45,0.982,26.386,0.2155,56.76,36.49,5.41,1.35,0,0,0,-1.258320729,-1.28214202
32.98,46.39,1.41,8417.34,0.979,23.568,0.237,56.47,35.29,5.88,2.35,0,0,0,-1.281031434,-1.314633512
45.73,63.01,1.38,8183.88,0.969,15.579,0.3687,56.47,35.29,5.88,2.35,0,0,0,-1.445577143,-1.487133448
45.82,71.1,1.55,8198.53,0.984,29.766,0.1813,55.17,33.33,6.9,4.6,0,0,0,-1.234458054,-1.212786023
44.72,62.07,1.39,7860.72,0.968,14.631,0.3772,55.17,33.33,6.9,4.6,0,0,0,-1.431833131,-1.490996297
45.34,71.1,1.57,8237.56,0.984,29.767,0.1811,55.17,33.33,6.9,4.6,0,0,0,-1.22129702,-1.214445821
46.42,71.16,1.53,8337.3,0.984,30.588,0.1848,56.18,35.96,5.62,2.25,0,0,0,-1.242381074,-1.216733975
45,63.03,1.4,8096.74,0.968,15.036,0.3811,56.18,35.96,5.62,2.25,0,0,0,-1.472264282,-1.508320313
29.37,40.82,1.39,8503.3,0.975,19.552,0.2902,56.58,38.16,5.26,0,0,0,0,-1.431948748,-1.349826736
41.83,62.89,1.5,8538.39,0.981,26.355,0.2183,56.58,38.16,5.26,0,0,0,0,-1.306949268,-1.283994681
48,70.96,1.48,8554.72,0.986,33.564,0.1699,56.79,35.8,7.41,0,0,0,0,-1.203243687,-1.16481172
47.5,61.95,1.3,8223.4,0.971,16.537,0.3557,56.79,35.8,7.41,0,0,0,0,-1.4377856,-1.521733216
33.38,46.58,1.4,8622.22,0.98,23.968,0.2348,55.17,37.93,6.9,0,0,0,0,-1.329438856,-1.405373581
46.41,71.01,1.53,8617.69,0.985,32.233,0.1765,55.17,37.93,6.9,0,0,0,0,-1.195457729,-1.207955251
46.37,62.86,1.36,8347.1,0.969,15.853,0.3659,55.17,37.93,6.9,0,0,0,0,-1.467193459,-1.486613468
46.36,61.95,1.34,8096.12,0.97,15.834,0.3651,54.12,36.47,9.41,0,0,0,0,-1.502760844,-1.485452842
47.95,70.87,1.48,8395.77,0.985,32.248,0.1798,57.83,34.94,7.23,0,0,0,0,-1.143624405,-1.17344535
45.65,70.84,1.55,8460.76,0.984,31.576,0.1825,56.98,36.05,6.98,0,0,0,0,-1.160032134,-1.230250047
44.96,62.89,1.4,7922.37,0.968,14.564,0.3743,54.12,31.76,9.41,4.71,0,0,0,-1.514433487,-1.482535005
33,46.34,1.4,8220.24,0.98,23.357,0.2402,56.47,34.12,7.06,2.35,0,0,0,-1.321162807,-1.286080155
45.5,63.19,1.39,8039.47,0.969,15.4,0.3736,56.47,34.12,7.06,2.35,0,0,0,-1.425595311,-1.457107093
33.56,47.61,1.42,8257.46,0.981,24.338,0.2298,56.79,33.33,9.88,0,0,0,0,-1.296161836,-1.269546343
48.05,71.3,1.48,8286.35,0.986,32.677,0.1731,56.79,33.33,9.88,0,0,0,0,-1.186566944,-1.182434056
29.1,40.38,1.39,8259.87,0.974,18.692,0.2941,56,34.67,6.67,2.67,0,0,0,-1.430100977,-1.444546602
42.04,62.97,1.5,8270.72,0.981,25.13,0.2202,56,34.67,6.67,2.67,0,0,0,-1.370992011,-1.37190942
33.15,46.31,1.4,8203.02,0.98,23.301,0.2396,57.83,32.53,7.23,2.41,0,0,0,-1.270525421,-1.356166028
48.42,71.33,1.47,8251.68,0.985,31.437,0.1794,57.83,32.53,7.23,2.41,0,0,0,-1.223210821,-1.179094425
45.48,62.25,1.37,7910.54,0.968,15.455,0.3738,57.83,32.53,7.23,2.41,0,0,0,-1.463606469,-1.48994256
42.05,62.96,1.5,8280.09,0.981,25.28,0.2247,57.33,34.67,6.67,1.33,0,0,0,-1.329357215,-1.322988918
38.08,63.02,1.65,8061.96,0.981,23.784,0.2358,57.14,32.47,7.79,2.6,0,0,0,-1.267887925,-1.270071351
28.79,39.89,1.39,8257.87,0.974,18.525,0.3048,57.14,35.06,7.79,0,0,0,0,-1.368991167,-1.505120114
42.23,63.05,1.49,8321.97,0.981,24.943,0.2295,57.14,35.06,7.79,0,0,0,0,-1.35529918,-1.290584855
29.04,38.48,1.32,8325.35,0.973,18.146,0.3117,56.25,36.25,7.5,0,0,0,0,-1.356505376,-1.390755287
42.09,63.07,1.5,8443.76,0.981,24.415,0.2338,56.25,36.25,7.5,0,0,0,0,-1.337881565,-1.340925984
42.22,63.13,1.5,8381.92,0.98,23.181,0.2494,57.83,34.94,7.23,0,0,0,0,-1.367694528,-1.324010109
28.79,38.54,1.34,8347.83,0.972,17.756,0.3166,55.42,37.35,7.23,0,0,0,0,-1.444776633,-1.532531538
42.13,63.04,1.5,8506.64,0.98,23.855,0.2392,55.42,37.35,7.23,0,0,0,0,-1.348251162,-1.420914245
42.14,63,1.49,8264.97,0.981,24.25,0.2318,56.41,34.62,7.69,1.28,0,0,0,-1.239418492,-1.322636533
28.85,40.17,1.39,8485.6,0.974,19.17,0.2953,55.7,39.24,5.06,0,0,0,0,-1.437747638,-1.428837059
39.94,62.95,1.58,8564.47,0.981,25.797,0.2229,55.7,39.24,5.06,0,0,0,0,-1.270422176,-1.315104321
28.75,37.9,1.32,8376.69,0.973,17.72,0.3171,54.88,36.59,8.54,0,0,0,0,-1.502662084,-1.449405411
42.14,63.06,1.5,8493.83,0.98,23.848,0.2394,54.88,36.59,8.54,0,0,0,0,-1.368152466,-1.401618272
42.24,63.17,1.5,8500.27,0.979,23.086,0.2498,55.17,37.93,6.9,0,0,0,0,-1.356517628,-1.394303709
28.79,38.32,1.33,8290.44,0.973,17.692,0.3153,55.56,35.8,7.41,1.23,0,0,0,-1.397314695,-1.475505917
42.18,63.18,1.5,8457.19,0.981,23.928,0.2396,55.56,35.8,7.41,1.23,0,0,0,-1.298186685,-1.330649279
28.85,38.05,1.32,8431.62,0.971,17.088,0.3275,53.93,39.33,6.74,0,0,0,0,-1.519968337,-1.532358024
42.2,63.02,1.49,8612.81,0.979,22.942,0.2487,53.93,39.33,6.74,0,0,0,0,-1.320563309,-1.394845909
42.04,63.03,1.5,8152.86,0.98,22.763,0.2444,55.56,33.33,7.41,3.7,0,0,0,-1.379467038,-1.319033643
28.92,40.04,1.38,8014.36,0.974,17.996,0.3071,56.41,34.62,7.69,1.28,0,0,0,-1.424418899,-1.478600774
42.07,63.1,1.5,8105.94,0.981,24.309,0.2312,56.41,34.62,7.69,1.28,0,0,0,-1.297086451,-1.256932164
29.48,42.01,1.42,8363.17,0.976,19.883,0.2823,56.34,35.21,8.45,0,0,0,0,-1.420662544,-1.354321868
42.44,62.77,1.48,8376.73,0.982,26.782,0.2125,56.34,35.21,8.45,0,0,0,0,-1.283365666,-1.269352796
41.79,53.69,1.28,7995.93,0.963,13.126,0.4425,56.34,35.21,8.45,0,0,0,0,-1.624180063,-1.57270933
29.18,40.72,1.4,8411.56,0.975,19.406,0.2878,55.41,36.49,8.11,0,0,0,0,-1.482654955,-1.421688618
41.78,62.77,1.5,8517.69,0.982,26.115,0.2169,55.41,36.49,8.11,0,0,0,0,-1.307991908,-1.31987119
39.09,62.96,1.61,8127.05,0.98,23.441,0.2278,54.55,32.47,7.79,5.19,0,0,0,-1.23624191,-1.322341236
39.78,62.73,1.58,8519.65,0.981,25.487,0.2225,54.55,37.66,7.79,0,0,0,0,-1.257974894,-1.33773619
41.47,62.78,1.51,8336.44,0.981,25.467,0.2191,54.67,36,8,1.33,0,0,0,-1.28064303,-1.29390842
29.19,40.42,1.38,8299.11,0.975,18.953,0.291,56.16,34.25,8.22,1.37,0,0,0,-1.484733985,-1.472351927
42.05,62.78,1.49,8341.97,0.982,25.563,0.219,56.16,34.25,8.22,1.37,0,0,0,-1.281180645,-1.316638727
28.63,38.73,1.35,8275.02,0.974,18.326,0.2985,57.53,31.51,10.96,0,0,0,0,-1.370681186,-1.566598121
39.72,62.95,1.58,8388.76,0.981,24.806,0.223,57.53,31.51,10.96,0,0,0,0,-1.283191247,-1.306061503
29.05,40.28,1.39,8415.2,0.974,18.921,0.2915,54.67,36,8,1.33,0,0,0,-1.423676457,-1.566737164
42.01,62.8,1.5,8458.42,0.982,25.47,0.2193,54.67,36,8,1.33,0,0,0,-1.341560487,-1.314379507
29.13,40.1,1.38,8161.51,0.975,18.501,0.296,55.41,33.78,8.11,2.7,0,0,0,-1.454802695,-1.519573284
40.86,62.81,1.54,8270.43,0.982,24.878,0.2213,55.41,33.78,8.11,2.7,0,0,0,-1.349059372,-1.306448351
41.9,62.8,1.5,8280.3,0.981,24.867,0.2187,54.79,32.88,9.59,2.74,0,0,0,-1.334978094,-1.321810727
41.72,62.76,1.5,8434.01,0.981,24.938,0.2217,55.26,35.53,7.89,1.32,0,0,0,-1.335992301,-1.311208252
29.24,39.79,1.36,8489.91,0.974,18.975,0.2991,55.7,39.24,5.06,0,0,0,0,-1.44026274,-1.552480476
39.93,63.02,1.58,8599.83,0.981,25.862,0.2224,55.7,39.24,5.06,0,0,0,0,-1.375580672,-1.304314124
38.85,62.82,1.62,8136.82,0.981,23.282,0.2307,54.55,32.47,7.79,5.19,0,0,0,-1.303208154,-1.29416214
41.97,62.83,1.5,8673.56,0.98,24.019,0.2324,52.44,37.8,9.76,0,0,0,0,-1.353286782,-1.342818786
28.76,39.9,1.39,8164.3,0.973,18.098,0.301,54.55,35.06,7.79,2.6,0,0,0,-1.390642138,-1.425287346
41.71,62.84,1.51,8248.21,0.981,24.374,0.2252,54.55,35.06,7.79,2.6,0,0,0,-1.335377935,-1.298264462
28.96,39.09,1.35,8236.09,0.973,17.698,0.3054,53.75,36.25,7.5,2.5,0,0,0,-1.397272535,-1.503935475
42.02,62.8,1.49,8204.34,0.98,23.826,0.2294,53.75,36.25,7.5,2.5,0,0,0,-1.322322007,-1.379464255
42,62.45,1.49,8386.29,0.982,26.443,0.2139,56.34,35.21,8.45,0,0,0,0,-1.270184507,-1.327426783
41.34,62.79,1.52,8449.44,0.982,26.151,0.2189,55.41,36.49,8.11,0,0,0,0,-1.356012741,-1.241592032
28.74,40.03,1.39,8367.75,0.974,18.913,0.2923,54.67,36,8,1.33,0,0,0,-1.442143836,-1.431515413
41.98,62.75,1.49,8407.56,0.981,25.403,0.219,54.67,36,8,1.33,0,0,0,-1.30330422,-1.37600774
29.2,39.63,1.36,8381.89,0.974,18.622,0.2977,55.13,37.18,7.69,0,0,0,0,-1.423340392,-1.365697992
41.89,62.82,1.5,8461.89,0.981,25.072,0.2233,55.13,37.18,7.69,0,0,0,0,-1.29700202,-1.312306622
39.13,62.98,1.61,8169.13,0.981,23.465,0.2282,54.55,32.47,7.79,5.19,0,0,0,-1.252827018,-1.340808377
29.62,42.38,1.43,8367.81,0.976,19.857,0.2822,56.34,35.21,8.45,0,0,0,0,-1.381064341,-1.461886941
42.51,62.79,1.48,8384.97,0.982,26.764,0.2113,56.34,35.21,8.45,0,0,0,0,-1.224905822,-1.298690466
41.51,53.69,1.29,8011.92,0.963,13.126,0.4404,56.34,35.21,8.45,0,0,0,0,-1.584708941,-1.518368582
29.55,40.65,1.38,8374.77,0.975,19.367,0.2877,55.41,36.49,8.11,0,0,0,0,-1.443840296,-1.466636933
41.83,62.72,1.5,8412.67,0.982,26.054,0.2167,55.41,36.49,8.11,0,0,0,0,-1.343943751,-1.2729759
42.2,62.76,1.49,8267.22,0.981,24.615,0.2303,57.14,35.06,7.79,0,0,0,0,-1.284411276,-1.318019047
29.53,40.87,1.38,8279.93,0.975,19.336,0.2885,54.79,35.62,9.59,0,0,0,0,-1.420008894,-1.45750395
41.71,62.71,1.5,8356.64,0.982,26.031,0.2152,54.79,35.62,9.59,0,0,0,0,-1.259727219,-1.291586843
28.85,39.52,1.37,8328.52,0.974,18.517,0.2964,55.26,35.53,7.89,1.32,0,0,0,-1.44349844,-1.430548641
41.72,62.75,1.5,8354.72,0.981,24.941,0.2222,55.26,35.53,7.89,1.32,0,0,0,-1.29416316,-1.298592025
47.78,71.14,1.49,8545.83,0.985,32.6,0.1797,57.47,37.93,4.6,0,0,0,0,-1.186434215,-1.178367562
42,62.92,1.5,8509.99,0.981,25.751,0.2214,55.7,39.24,5.06,0,0,0,0,-1.327644395,-1.269431699
32.16,62.84,1.95,8251.57,0.976,19.987,0.2963,59.79,36.08,4.12,0,0,0,0,-1.42935731,-1.42301943
28.24,43.54,1.54,8085.98,0.966,14.589,0.3851,57.69,37.18,5.13,0,0,0,0,-1.558415777,-1.553349737
32.95,50.73,1.54,8144.39,0.969,16.49,0.3386,55.81,36.43,7.75,0,0,0,0,-1.521204168,-1.454371047
31.91,49.45,1.55,8239.41,0.97,17.342,0.3288,58.54,37.2,4.27,0,0,0,0,-1.475757091,-1.412387184
37.14,60.36,1.63,8307.1,0.976,21.299,0.2759,57.93,36.55,5.52,0,0,0,0,-1.369498369,-1.405889697
26.13,47.77,1.83,8273.03,0.966,15.039,0.3788,58.43,37.08,4.49,0,0,0,0,-1.590494352,-1.562653599
31.79,48.68,1.53,8096.45,0.971,17.049,0.3331,57.76,36.02,6.21,0,0,0,0,-1.432126048,-1.426882111
37.36,61.12,1.64,8031.13,0.976,20.736,0.2791,56.12,33.81,10.07,0,0,0,0,-1.359774364,-1.402513304
49.71,51.58,1.04,8120.13,0.971,16.924,0.3339,56.12,33.81,10.07,0,0,0,0,-1.420811526,-1.479275905
29.08,38.15,1.31,8130.37,0.969,15.478,0.363,57,35,8,0,0,0,0,-1.501815924,-1.413744444
36.13,52.6,1.46,7712.33,0.964,13.684,0.4054,58,36,6,0,0,0,0,-1.592298883,-1.602288923
41.49,62.7,1.51,8193.97,0.981,24.781,0.2221,54.55,36.36,6.49,2.6,0,0,0,-1.379009782,-1.303732617
41.54,62.76,1.51,7666.14,0.979,22.225,0.2301,53.16,31.65,7.59,7.59,0,0,0,-1.257471697,-1.331601496
39.72,62.88,1.58,7940.67,0.98,23.321,0.2278,50.6,37.35,9.64,2.41,0,0,0,-1.3145356,-1.301430427
40.45,62.73,1.55,7840.95,0.98,23.025,0.2276,53.16,34.18,5.06,7.59,0,0,0,-1.313678944,-1.324318395
48.01,71.32,1.49,8228.19,0.984,30.522,0.179,55.17,34.48,5.75,4.6,0,0,0,-1.123207655,-1.223746512
45.83,63.21,1.38,7989.66,0.969,15.016,0.3718,55.17,34.48,5.75,4.6,0,0,0,-1.426260871,-1.489302162
41.67,62.74,1.51,8245.95,0.981,24.835,0.2229,55.13,37.18,5.13,2.56,0,0,0,-1.270590099,-1.327319017
47.99,71.08,1.48,8266.33,0.985,32.175,0.1739,55.42,34.94,7.23,2.41,0,0,0,-1.175720277,-1.237962578
46.18,71.11,1.54,8241.84,0.985,30.887,0.1757,52.87,35.63,9.2,2.3,0,0,0,-1.255342726,-1.184964783
45.99,62.09,1.35,7939.25,0.969,15.192,0.3697,52.87,35.63,9.2,2.3,0,0,0,-1.500819154,-1.461018916
45.33,70.98,1.57,8240.56,0.984,29.737,0.1873,54.95,36.26,6.59,2.2,0,0,0,-1.180065045,-1.198366167
45.26,62.85,1.39,7996.71,0.967,14.614,0.3907,54.95,36.26,6.59,2.2,0,0,0,-1.452280483,-1.454343574
47.89,70.9,1.48,7970.56,0.985,29.514,0.1859,55.17,33.33,6.9,4.6,0,0,0,-1.177995483,-1.190296096
45.07,62.77,1.39,7731.19,0.969,14.518,0.3871,55.17,33.33,6.9,4.6,0,0,0,-1.483169197,-1.506820517
41.52,62.7,1.51,8016.8,0.98,23.652,0.2272,54.55,33.77,6.49,5.19,0,0,0,-1.2980841,-1.346346249
45.14,62.92,1.39,7747.55,0.968,14.629,0.3824,56.47,31.76,7.06,4.71,0,0,0,-1.461640388,-1.441134888
41.57,62.76,1.51,7955.24,0.98,23.85,0.2297,55.84,33.77,6.49,3.9,0,0,0,-1.254162482,-1.285365198
33.82,62.81,1.86,8166.78,0.977,20.774,0.2632,52.75,36.26,6.59,4.4,0,0,0,-1.317291482,-1.359324723
41.54,62.73,1.51,8024.42,0.98,23.436,0.2348,55.7,34.18,7.59,2.53,0,0,0,-1.323117515,-1.282323054
41.57,62.71,1.51,8000.02,0.98,22.875,0.2365,55,33.75,7.5,3.75,0,0,0,-1.300543473,-1.345847359
39.85,62.73,1.57,8262.88,0.98,24.34,0.2267,54.32,38.27,4.94,2.47,0,0,0,-1.264846387,-1.357425418
41.52,62.71,1.51,8166.54,0.978,21.652,0.2556,53.93,37.08,6.74,2.25,0,0,0,-1.300065316,-1.379276655
41.56,62.74,1.51,7861.91,0.98,22.909,0.2333,55,33.75,7.5,3.75,0,0,0,-1.281151173,-1.319121831
39.18,62.81,1.6,7807.53,0.98,22.267,0.2309,53.16,31.65,7.59,7.59,0,0,0,-1.315406801,-1.342048826
41.28,62.6,1.52,8068.24,0.981,24.565,0.2241,53.33,34.67,9.33,2.67,0,0,0,-1.307080565,-1.31164009
38.23,62.11,1.62,8065.19,0.98,22.943,0.236,56,30.67,10.67,2.67,0,0,0,-1.308792532,-1.31150614
41.4,62.56,1.51,8103.76,0.98,23.97,0.2258,53.25,35.06,7.79,3.9,0,0,0,-1.271369737,-1.320803555
41.4,62.58,1.51,7925.5,0.98,23.459,0.2282,53.95,32.89,7.89,5.26,0,0,0,-1.240595963,-1.32464542
41.36,62.6,1.51,7926.33,0.98,23.444,0.2256,53.33,32,9.33,5.33,0,0,0,-1.320672503,-1.317247934
41.45,62.57,1.51,8092.06,0.98,23.533,0.2301,53.85,34.62,7.69,3.85,0,0,0,-1.296365089,-1.322514499
41.35,62.6,1.51,7957.09,0.98,22.502,0.2346,52.44,35.37,7.32,4.88,0,0,0,-1.374465093,-1.35476332
42.12,62.59,1.49,8097.38,0.982,25.193,0.2175,54.79,34.25,8.22,2.74,0,0,0,-1.2420212,-1.278276791
41.58,62.59,1.51,8126.05,0.98,24.007,0.2254,53.25,35.06,7.79,3.9,0,0,0,-1.313359221,-1.350190426
41.4,62.56,1.51,8156.55,0.981,24.596,0.2232,53.95,35.53,7.89,2.63,0,0,0,-1.312231455,-1.328565463
41.51,62.54,1.51,8010.37,0.98,23.313,0.2365,55.7,34.18,7.59,2.53,0,0,0,-1.288563586,-1.300884431
41.35,62.57,1.51,8086.66,0.981,24.556,0.2225,53.33,34.67,9.33,2.67,0,0,0,-1.243714625,-1.340895808
40.62,62.72,1.54,8016.41,0.981,24.163,0.2234,54.55,35.06,5.19,5.19,0,0,0,-1.244234834,-1.287944998
28.97,54.03,1.86,8464.33,0.972,18.5,0.3038,56.57,37.37,4.04,2.02,0,0,0,-1.48311725,-1.491487831
29.6,40.92,1.38,8453.2,0.975,19.656,0.2883,56,37.33,6.67,0,0,0,0,-1.434446165,-1.499269562
41.78,63.02,1.51,8521.05,0.982,26.459,0.2176,56,37.33,6.67,0,0,0,0,-1.259325104,-1.308217541
40.42,53.98,1.34,8134.26,0.962,12.963,0.4528,56,37.33,6.67,0,0,0,0,-1.578835855,-1.601482809
28.96,40.69,1.4,7895.71,0.974,17.767,0.2948,54.55,32.47,7.79,5.19,0,0,0,-1.388299038,-1.450373385
42.02,62.99,1.5,7931.23,0.981,23.525,0.2262,54.55,32.47,7.79,5.19,0,0,0,-1.424886761,-1.318927307
39.96,63.04,1.58,8233.7,0.981,24.62,0.2261,51.85,38.27,9.88,0,0,0,0,-1.374320682,-1.313445048
28.98,40.52,1.4,8019.69,0.975,18.333,0.2943,54.55,35.06,5.19,5.19,0,0,0,-1.378790537,-1.412997461
40.5,63,1.56,8111.17,0.981,24.485,0.2222,54.55,35.06,5.19,5.19,0,0,0,-1.351880447,-1.304887316
29.95,40.79,1.36,8305.21,0.974,19.558,0.3024,54.12,41.18,4.71,0,0,0,0,-1.484568472,-1.440147347
45.76,71.21,1.56,8547.97,0.985,31.098,0.1796,54.95,38.46,4.4,2.2,0,0,0,-1.217758743,-1.206245678
47.14,71.19,1.51,8548.1,0.985,32.441,0.1745,55.17,37.93,6.9,0,0,0,0,-1.204713559,-1.176516993
45.31,62.16,1.37,8185.06,0.969,15.961,0.3652,55.17,37.93,6.9,0,0,0,0,-1.425402357,-1.490187422
45.64,71.25,1.56,8162.48,0.984,28.786,0.1851,52.75,34.07,8.79,4.4,0,0,0,-1.247084945,-1.244219228
44.95,62.22,1.38,7809.61,0.968,14.15,0.3871,52.75,34.07,8.79,4.4,0,0,0,-1.351444461,-1.494626292
46.11,71.27,1.55,8151.88,0.984,28.801,0.1857,52.75,34.07,8.79,4.4,0,0,0,-1.204501818,-1.217830443
